name,gt,gpt4v
iLbgDfM5Xo,positive,"amusement,contentment,awe,excitement,sad,fear,anger,disgust"
mjfW0YEsto,negative,"fear,sad,anger,disgust,contentment,awe,excitement,amusement"
WXtSZU7htM,negative,"fear,sad,disgust,anger,awe,contentment,excitement,amusement"
ERXVd7nwgh,negative,"fear,awe,sad,anger,disgust,contentment,excitement,amusement"
amnnzZLsjA,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
KyjanxpLZH,positive,"contentment,awe,sad,excitement,fear,anger,disgust,amusement"
uoNazP0Pex,positive,"amusement,disgust,anger,sad,fear,contentment,awe,excitement"
lbJM2LqKss,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
uG0xzrNnCr,positive,"contentment,awe,excitement,amusement,sad,fear,anger,disgust"
2ps9bo8gss,negative,"fear,sad,anger,disgust,awe,contentment,excitement,amusement"
mCCL74ylRM,negative,"fear,disgust,sad,anger,awe,contentment,excitement,amusement"
i5x07XhAWv,negative,"sad,awe,contentment,fear,anger,disgust,excitement,amusement"
sLM3KsxT23,positive,"awe,contentment,excitement,amusement,sad,anger,fear,disgust"
AVAKEOIWnq,positive,"awe,contentment,sad,amusement,excitement,fear,anger,disgust"
oNgdvLEch4,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
4Euc9AJdbK,negative,"awe,contentment,excitement,amusement,sad,fear,anger,disgust"
2trGDamK9p,negative,"sad,anger,fear,disgust,contentment,awe,excitement,amusement"
Bxoow9Tq03,positive,"awe,sad,fear,contentment,amusement,excitement,anger,disgust"
T0BBLoyRue,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
tvmdorhc92,negative,"sad,awe,contentment,fear,amusement,excitement,anger,disgust"
GR0J5XPTl0,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
mOumSfTXUQ,positive,"contentment,amusement,excitement,awe,sad,fear,anger,disgust"
uCyKS6PLHI,positive,"awe,contentment,sad,amusement,excitement,fear,anger,disgust"
XG9cprPEQc,negative,"awe,excitement,contentment,amusement,sad,fear,anger,disgust"
UL3regN6Vs,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
QlKSB4tRtG,positive,"excitement,contentment,amusement,awe,sad,fear,anger,disgust"
S3GNKcqySs,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
vVtxdXHPfk,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
7QqL8NGKlM,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
UnstTKaxPd,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
UkPRNbD1Mi,negative,"anger,fear,sad,disgust,awe,contentment,excitement,amusement"
1XQcNCyfoq,negative,"sad,contentment,awe,amusement,excitement,fear,anger,disgust"
GgH4pwaGR4,positive,"excitement,contentment,amusement,awe,sad,anger,fear,disgust"
JjaOgAQ66Y,negative,"awe,contentment,sad,fear,excitement,amusement,anger,disgust"
mQWlXc1aqK,negative,"disgust,fear,sad,anger,awe,contentment,excitement,amusement"
qPsMJGg5ws,negative,"sad,awe,fear,contentment,disgust,anger,excitement,amusement"
BdOBoUIeHj,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
Dcb8KsBVUA,negative,"fear,sad,disgust,anger,contentment,awe,excitement,amusement"
rvshou2tsR,positive,"excitement,contentment,amusement,awe,sad,fear,anger,disgust"
QNTvTq47kT,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
6fVXARve8K,negative,"sad,awe,contentment,fear,excitement,amusement,anger,disgust"
rl0hsyHHAH,negative,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
NaeTg2bC6v,positive,"excitement,contentment,amusement,awe,sad,fear,anger,disgust"
ILWN8NNs5u,negative,"awe,sad,fear,contentment,amusement,excitement,anger,disgust"
ZJzLQtsxPF,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
cBklAD5Gd0,negative,"fear,disgust,sad,anger,awe,contentment,excitement,amusement"
iuZO1byY3V,positive,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
tuyQflnbur,negative,"awe,excitement,fear,sad,contentment,amusement,anger,disgust"
Xy8PHDad3r,positive,"amusement,contentment,excitement,awe,sad,fear,anger,disgust"
9vbRjm7nsy,positive,"amusement,disgust,anger,sad,fear,contentment,awe,excitement"
ARmTJAX9zN,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
7NR1GRnzHV,negative,"sad,contentment,awe,fear,excitement,amusement,anger,disgust"
G9E7jybypL,positive,"contentment,awe,excitement,amusement,sad,anger,fear,disgust"
6IbdINW5CK,positive,"amusement,contentment,excitement,awe,sad,anger,fear,disgust"
IcXYzlwbBj,negative,"disgust,fear,anger,sad,contentment,amusement,excitement,awe"
xngLqQ7kdj,positive,"excitement,awe,contentment,amusement,sad,anger,fear,disgust"
sz5mqwLN9y,negative,"sad,fear,disgust,anger,contentment,amusement,excitement,awe"
PI2c8apB6H,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
cg402VjwtI,negative,"sad,contentment,amusement,awe,excitement,anger,fear,disgust"
pg6nestOot,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
ZNKVRfWozz,negative,"amusement,excitement,contentment,awe,disgust,anger,sad,fear"
YyvXITUWwa,positive,"sad,contentment,awe,amusement,excitement,anger,fear,disgust"
H4c51zvXwa,positive,"awe,contentment,excitement,amusement,sad,anger,fear,disgust"
s7cSPG2fYy,positive,"contentment,awe,sad,amusement,excitement,fear,anger,disgust"
EpUQtraAzQ,negative,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
HBd7ZHteLM,positive,"sad,awe,contentment,fear,amusement,excitement,anger,disgust"
UUJGPr29dB,negative,"anger,fear,sad,disgust,contentment,awe,excitement,amusement"
XVuGG0a3Fw,negative,"fear,sad,disgust,anger,contentment,awe,excitement,amusement"
GMbjNhXgAF,negative,"sad,disgust,anger,fear,contentment,awe,amusement,excitement"
5qXEl3mgLR,negative,"fear,awe,excitement,sad,anger,disgust,contentment,amusement"
SMLKE0r0Re,negative,"contentment,amusement,awe,sad,excitement,fear,anger,disgust"
x7A1XJU8nw,positive,"contentment,awe,excitement,amusement,sad,fear,anger,disgust"
dB8tdrhHTL,negative,"amusement,contentment,excitement,awe,sad,anger,fear,disgust"
ZlsZmhRxCl,negative,"fear,disgust,sad,anger,awe,contentment,excitement,amusement"
MNKeL2ff2x,positive,"contentment,amusement,awe,excitement,sad,anger,fear,disgust"
Ejq1hmDxAZ,positive,"excitement,amusement,contentment,awe,fear,sad,anger,disgust"
6Rwk2HhTha,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
ODOoMFO7WI,negative,"disgust,amusement,sad,fear,anger,contentment,awe,excitement"
XDzUgVgUDF,negative,"disgust,fear,sad,anger,contentment,awe,excitement,amusement"
YdsbvK4EiS,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
0MIOfEiqzi,positive,"awe,excitement,contentment,amusement,sad,anger,fear,disgust"
2SkG2gz68K,positive,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
PLxAQpTg4z,negative,"sad,contentment,awe,amusement,excitement,anger,fear,disgust"
u0DDANa9vb,negative,"awe,contentment,sad,amusement,excitement,anger,fear,disgust"
V1Kre6DXQf,negative,"anger,fear,disgust,sad,awe,contentment,excitement,amusement"
JuKvZMVTt1,positive,"awe,contentment,excitement,amusement,sad,anger,fear,disgust"
XYkVjMx1GF,positive,"contentment,amusement,excitement,awe,sad,anger,fear,disgust"
NdicpfLcBB,positive,"excitement,contentment,amusement,awe,sad,anger,fear,disgust"
IaDHTxjdZy,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
hNp2wJohXU,negative,"awe,sad,contentment,fear,amusement,excitement,anger,disgust"
6U3y8CTDpc,positive,"contentment,amusement,awe,excitement,sad,anger,fear,disgust"
KTxWUOPPG6,negative,"sad,disgust,anger,fear,contentment,awe,excit"
v9ZPB19g05,negative,"sad,fear,contentment,awe,amusement,excitement,anger,disgust"
3RK2Ag2MmN,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
Hnhpsr2apF,negative,"excitement,amusement,contentment,awe,sad,fear,anger,disgust"
QZ4ZBtfUDo,negative,"fear,anger,disgust,sad,awe,excitement,contentment,amusement"
TF5A1ljlMr,negative,"awe,fear,sad,anger,disgust,contentment,excitement,amusement"
7tzEttKFaP,positive,"awe,contentment,amusement,excitement,sad,anger,fear,disgust"
F9ptCQ4j8k,positive,"excitement,amusement,contentment,awe,sad,fear,anger,disgust"
QKBP7vmBhp,negative,"contentment,amusement,awe,sad,excitement,fear,anger,disgust"
w5CCnMKTB8,negative,"sad,contentment,awe,amusement,fear,excitement,anger,disgust"
DgQl2x5e2K,negative,"anger,fear,excitement,amusement,sad,contentment,awe,disgust"
fh64VYBgND,positive,"awe,excitement,amusement,contentment,sad,anger,fear,disgust"
OF3XknlxHj,positive,"awe,contentment,excitement,amusement,sad,fear,anger,disgust"
XRqL4V8agh,negative,"sad,disgust,anger,fear,contentment,amusement,excitement,awe"
vSIyj3GCsp,positive,"amusement,contentment,awe,excitement,disgust,sad,anger,fear"
NBdp5RiWxz,positive,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
rivO0m2MdQ,negative,"awe,sad,fear,contentment,excitement,amusement,anger,disgust"
0p1beCfH8P,negative,"sad,awe,fear,contentment,excitement,amusement,anger,disgust"
g2enUrhQfI,positive,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
OwkCffzyty,positive,"awe,contentment,excitement,amusement,sad,fear,anger,disgust"
doZ3rtn9re,positive,"contentment,awe,sad,excitement,amusement,fear,anger,disgust"
jspbKTHkT8,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
GsXf4ViNuO,positive,"amusement,excitement,contentment,awe,sad,fear,anger,disgust"
sqV4WxySir,positive,"awe,sad,contentment,fear,anger,disgust,excitement,amusement"
Hh7HzLLOQG,negative,"anger,disgust,fear,sad,awe,contentment,excitement,amusement"
yjwSQPdnmJ,negative,"awe,contentment,sad,fear,anger,disgust,excitement,amusement"
kkdPpm5Ewd,negative,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
Uo6GUDfNwl,negative,"awe,contentment,sad,amusement,excitement,fear,anger,disgust"
D22vfvQxvk,positive,"sad,contentment,awe,fear,anger,disgust,excitement,amusement"
hLr9Km7adV,positive,"amusement,excitement,contentment,awe,sad,fear,anger,disgust"
14a3hOllto,negative,"fear,sad,disgust,anger,awe,contentment,excitement,amusement"
3avv3uck9b,positive,"amusement,excitement,awe,contentment,sad,fear,anger,disgust"
8KpcNCZgS8,positive,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
RamHnRSaOv,negative,"sad,awe,fear,contentment,anger,disgust,excitement,amusement"
kQ5thmHvha,negative,"awe,sad,contentment,fear,anger,disgust,excitement,amusement"
pLdoLa8Puc,positive,"contentment,awe,sad,amusement,excitement,fear,anger,disgust"
on7f3GcKWE,negative,"sad,awe,fear,contentment,anger,disgust,excitement,amusement"
jLkRiGp3t9,negative,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
T3lMNoYvfp,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
TAQApeN3E2,negative,"sad,disgust,anger,fear,awe,contentment,excitement,amusement"
bySRVlslAI,positive,"amusement,excitement,contentment,awe,sad,fear,anger,disgust"
jTHKWfL2nX,positive,"awe,contentment,amusement,excitement,sad,anger,fear,disgust"
kiYfWbaRYf,positive,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
uJRgNQKUP7,negative,"fear,sad,awe,disgust,anger,contentment,excitement,amusement"
K97kW98GJq,negative,"sad,contentment,awe,fear,anger,amusement,excitement,disgust"
QvS7EcUcob,negative,"sad,fear,contentment,anger,awe,amusement,excitement,disgust"
fuJsLj1hCL,negative,"disgust,fear,anger,sad,awe,contentment,excitement,amusement"
MRu9gxh6ng,positive,"awe,contentment,amusement,excitement,sad,anger,fear,disgust"
15CucFLcLl,positive,"amusement,excitement,contentment,awe,sad,anger,fear,disgust"
EJvl8elD2l,positive,"excitement,awe,contentment,amusement,sad,anger,fear,disgust"
J3fyr3BQvP,positive,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
WWUNGP8y4K,negative,"fear,sad,disgust,anger,awe,contentment,amusement,excitement"
qPkNWvoHQI,negative,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
umivk1CTxv,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
fwnj1UEA12,positive,"amusement,contentment,excitement,awe,sad,anger,fear,disgust"
mtVjpv2uDx,negative,"disgust,sad,fear,anger,contentment,awe,excitement,amusement"
BKo8K46Afq,positive,"sad,fear,disgust,contentment,anger,awe,excitement,amusement"
SwdNh4rQBQ,negative,"awe,excitement,fear,sad,contentment,amusement,anger,disgust"
OZhFsVg7Jt,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
6KS7BOtvId,positive,"contentment,amusement,excitement,awe,sad,fear,anger,disgust"
BaDNtKcpQ4,negative,"fear,disgust,awe,sad"
TN6vBbRNHF,negative,"excitement,awe,fear,contentment"
Z4401Q4TlH,positive,"contentment,amusement,awe,excitement"
1WJSD893Dk,negative,"disgust,anger,sad,fear"
YrYTZgHvw8,positive,"awe,fear,sad,contentment"
G9XBkKjFpC,negative,"sad,contentment,awe,fear"
aFj7knjHcg,negative,"fear,sad,disgust,anger"
AvNjBvWeaW,positive,"contentment,amusement,excitement,awe"
XBeao1NIx1,negative,"sad,anger,disgust,fear"
llbLPZ8Dcc,negative,"sad,disgust,fear,anger"
sw6di4JFZ5,positive,"amusement,excitement,contentment,awe"
QsRxYWVhba,negative,"sad,disgust,fear,anger"
LPuH1ZNZ3d,positive,"contentment,awe,amusement,excitement"
eLmR7kxq5Y,positive,"awe,contentment,excitement,amusement"
lA3PfvdiUH,positive,"sad,contentment,disgust,fear"
zwQB97PICA,positive,"contentment,awe,excitement,amusement"
LKo24UVTcE,positive,"contentment,awe,excitement,amusement"
MinadqmnIs,positive,"awe,sad,contentment,fear"
M8W7dCC1V6,positive,"sad,awe,contentment,fear"
jqWVVAinYq,positive,"awe,fear,excitement,sad"
5BS4JDxUER,negative,"fear,disgust,anger,sad,awe,contentment,excitement,amusement"
BmKz6W0v1f,positive,"awe,contentment,sad,amusement,excitement,fear,anger,disgust"
caUqC4qWNH,negative,"disgust,sad,fear,anger,contentment,awe,excitement,amusement"
K3uFzlWA3e,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
IMhMpo3L1f,negative,"sad,contentment,awe,excitement,amusement,fear,anger,disgust"
6jrIaNIexO,positive,"disgust,sad,anger,fear,contentment,awe,excitement,amusement"
UbwUBGXF38,negative,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
R8l27S1F70,positive,"sad,fear,contentment,awe,disgust,anger,excitement,amusement"
HeE6G9i6VL,negative,"disgust,fear,sad,anger,awe,contentment,excitement,amusement"
vOeqkZRjOu,negative,"fear,awe,excitement,amusement,anger,sad,disgust,contentment"
022wOcoLWP,negative,"awe,fear,sad,disgust,anger,contentment,excitement,amusement"
5yIFyEKyAr,negative,"sad,contentment,awe,fear,disgust,anger,excitement,amusement"
okFIYfX4uD,positive,"amusement,contentment,excitement,awe,sad,fear,disgust,anger"
uqUQ9tX3bH,negative,"disgust,anger,fear,sad,amusement,contentment,excitement,awe"
UDYuG24lex,positive,"contentment,awe,excitement,amusement,sad,fear,anger,disgust"
vY1qGufZGO,positive,"contentment,awe,excitement,amusement,sad,anger,fear,disgust"
v6asgXAQKm,positive,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
imRi2vpTWD,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
MQSOQECzYy,negative,"disgust,sad,fear,anger,contentment,awe,excitement,amusement"
tZq4z7K8Lr,negative,"fear,anger,sad,disgust,awe,excitement,amusement,contentment"
MPxVwpyTax,positive,"awe,contentment,amusement,excitement,sad,anger,fear,disgust"
cmGxccVaf6,negative,"fear,anger,sad,disgust,awe,contentment,excitement,amusement"
eAXHU6n5HU,negative,"awe,sad,fear,contentment,anger,disgust,excitement,amusement"
9GW1vv2bKs,negative,"fear,sad,disgust,anger,contentment,awe,excitement,amusement"
o4LFxgByGh,positive,"amusement,excitement,contentment,awe,sad,anger,fear,disgust"
uR1EpYQxNL,positive,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
LlglLVJS69,negative,"sad,contentment,awe,fear,disgust,anger,excitement,amusement"
ZJzAXPTvni,negative,"fear,disgust,sad,anger,awe,contentment,excitement,amusement"
SMjfb9kchz,positive,"contentment,awe,excitement,amusement,sad,anger,fear,disgust"
ZKf0W4Cb6Q,positive,"sad,awe,contentment,fear,anger,disgust,excitement,amusement"
EjJZKoO7kB,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
KZ863RKydZ,positive,"amusement,contentment,awe,excitement,sad,anger,fear,disgust"
pq0kGjC9cn,negative,"anger,sad,fear,disgust,contentment,awe,excitement,amusement"
tSgTmDp2TA,negative,"amusement,excitement,awe,contentment,sad,anger,fear,disgust"
tnXVGfAhfl,negative,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
pd9ohIWvBq,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
UzWwFj6SPR,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
p5v0MNYi7a,positive,"sad,awe,fear,contentment,anger,disgust,excitement,amusement"
BooYjoPVkf,negative,"sad,contentment,awe,fear,disgust,anger,excitement,amusement"
SLdiq7UWG1,negative,"sad,anger,fear,disgust,contentment,awe,excitement,amusement"
IMIgIQblI3,negative,"fear,disgust,sad,anger,awe,excitement,contentment,amusement"
p3Mu09M0Rq,positive,"amusement,excitement,awe,contentment,sad,fear,anger,disgust"
KQzseuyYfq,negative,"disgust,fear,sad,anger,awe,contentment,excitement,amusement"
h3JPZLHLAM,negative,"fear,sad,disgust,awe,anger,contentment,excitement,amusement"
8La637qcz2,positive,"awe,contentment,sad,excitement,amusement,fear,anger,disgust"
OqnGLC9qkf,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
9y5j2YQwom,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
eusv5kLgYa,positive,"fear,disgust,anger,sad,awe,excitement,contentment,amusement"
h9KiXZf4T9,negative,"sad,fear,contentment,awe,disgust,anger,excitement,amusement"
gpciEUvn5r,negative,"sad,awe,fear,disgust,anger,contentment,excitement,amusement"
JBZGLQWBu1,negative,"excitement,amusement,awe,contentment,anger,fear,sad,disgust"
Q4C0X2yFdI,positive,"amusement,contentment,excitement,awe,sad,fear,anger,disgust"
LfkemULi7k,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
JExAwesf40,positive,"amusement,surprise,contentment,confusion,disgust,anger,sad,fear"
zgHfn1lP8S,positive,"contentment,awe,amusement,excitement,sad,anger,fear,disgust"
aQZrwNKfYF,negative,"fear,awe,sad,disgust,anger,contentment,excitement,amusement"
evyDbAOkHo,positive,"excitement,amusement,awe,contentment,sad,anger,fear,disgust"
M3ZpgTuQUw,negative,"fear,anger,sad,disgust,awe,excitement,amusement,contentment"
fmD4PXcNOZ,negative,"sad,disgust,anger,fear,contentment,awe,excitement,amusement"
zAdLT65446,positive,"excitement,amusement,awe,fear,contentment,anger,sad,disgust"
aXZu9CCISB,negative,"disgust,fear,sad,anger,awe,contentment,excitement,amusement"
Gg9uttqcG4,negative,"awe,contentment,sad,fear,excitement,amusement,anger,disgust"
yM7qGy8UOa,negative,"contentment,awe,amusement,excitement,sad,fear,anger,disgust"
T3JQ2NTXHZ,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
BY135BKxtw,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
PVvTMoFx7i,negative,"fear,sad,disgust,anger,awe,contentment,excitement,amusement"
CdYqeNWxfj,positive,"contentment,amusement,excitement,awe,sad,fear,anger,disgust"
mrg2tfqVFa,positive,"awe,contentment,amusement,excitement,sad,fear,anger,disgust"
DuPdiiaM9V,positive,"excitement,amusement,awe,contentment,fear,sad,anger,disgust"
JkHCAkSXH8,negative,"awe,fear,sad,contentment,excitement,amusement,anger,disgust"
0GXgeqcjl2,negative,"fear,sad,disgust,anger,awe,contentment,excitement,amusement"
wMN4KjxOOO,negative,"sad,fear,contentment,awe,disgust,anger,excitement,amusement"
pXrLqjLOBT,negative,"sad,disgust,fear,anger,contentment,awe,excitement,amusement"
SVX8MIQJDE,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
ueAPmRgzxK,negative,"sad,fear,disgust,anger,contentment,awe,excitement,amusement"
KaEyRLVuMR,negative,"disgust,fear,anger,sad,awe,contentment,excitement,amusement"
eCBhBnuqR3,positive,"contentment,amusement,awe,excitement,sad,fear,anger,disgust"
zLXY4xopUf,negative,"sad,fear,disgust,anger,awe,contentment,excitement,amusement"
VabwUSS1Ww,negative,"awe,contentment,amusement,excitement,sad,fear,anger"
mbQHIMgNmM,positive,"awe,contentment,amusement,excitement"
fGaE1CoU9l,positive,"amusement,contentment,awe,excitement"
79mgNScCHi,negative,"awe,contentment,sad,amusement"
GDNrlkTTnX,positive,"awe,contentment,excitement,amusement"
rOInG5eEmE,negative,"sad,contentment,awe,amusement"
Hq96rXsFTs,negative,"sad,disgust,anger,fear"
sIVlD55Seq,positive,"amusement,excitement,contentment,awe"
bd7vmfgonL,positive,"awe,excitement,fear,contentment"
TYzgueYhsg,positive,"awe,fear,excitement,contentment"
UQ35bUkdaY,positive,"sad,awe,contentment,amusement"
0xOTujzmfv,positive,"contentment,awe,amusement,excitement"
Ap3SIi38Mh,negative,"sad,fear,disgust,anger"
PWKAChlepO,negative,"disgust,sad,fear,anger"
TIL1780qJj,positive,"contentment,awe,excitement,amusement"
