name,gt,gpt4v
EP16_2-79,tense,"tense,repression,surprise,disgust"
EP09_4-88,tense,"repression,tense,surprise,disgust"
EP03_1-79,surprise,"tense,repression,surprise,disgust"
EP02_6-41,repression,"tense,repression,surprise,disgust"
EP17_1_4-036,tense,"repression,tense,disgust,surprise"
EP08_3-152,repression,"repression,tense,disgust,surprise"
EP12_11_1-069,disgust,"tense,repression,disgust,surprise"
EP12_2_9-064,disgust,"tense,repression,disgust,surprise"
EP11_1-49,tense,"repression,tense,surprise,disgust"
EP02_6-97,surprise,"surprise,tense,repression,disgust"
EP17_10-092,disgust,"repression,tense,disgust,surprise"
EP13_2-71,tense,"tense,repression,surprise,disgust"
EP13_7-142,tense,"tense,repression,surprise,disgust"
EP09_6-95,disgust,"tense,repression,disgust,surprise"
EP07_1-70,disgust,"repression,tense,disgust,surprise"
EP12_4_4-007,disgust,"tense,repression,disgust,surprise"
EP12_3-151,tense,"repression,tense,disgust,surprise"
EP12-082,disgust,"tense,repression,disgust,surprise"
EP07_2-120,disgust,"tense,repression,disgust,surprise"
EP12_4_5-011,disgust,"tense,repression,disgust,surprise"
EP12_11_2-016,disgust,"tense,repression,disgust,surprise"
EP12_3-37,surprise,"repression,tense,disgust,surprise"
EP09_1-105,repression,"repression,tense,disgust,surprise"
EP02_21-092,repression,"tense,repression,disgust,surprise"
EP12_1-149,repression,"repression,tense,disgust,surprise"
EP13_5-45,repression,"repression,tense,surprise,disgust"
EP13_6-121,tense,"repression,tense,disgust,surprise"
EP08_1-105,surprise,"repression,tense,disgust,surprise"
EP10-61,tense,"repression,tense,disgust,surprise"
EP17_4-176,disgust,"tense,repression,disgust,surprise"
EP12_2_2-047,disgust,"tense,repression,disgust,surprise"
EP06_2-59,tense,"tense,repression,disgust,surprise"
EP16_1-96,repression,"repression,tense,disgust,surprise"
EP17_7-191,tense,"repression,tense,disgust,surprise"
EP01_8-75,repression,"repression,tense,disgust,surprise"
EP02_5-12,repression,"tense,repression,disgust,surprise"
EP12_4_2-009,disgust,"tense,repression,disgust,surprise"
EP15_3-125,disgust,"tense,repression,disgust,surprise"
EP07_11-91,tense,"repression,tense,disgust,surprise"
EP13_4-59,surprise,"tense,repression,disgust,surprise"
EP13_2-212,repression,"repression,tense,disgust,surprise"
EP11-109,tense,"tense,repression,disgust,surprise"
EP02_4-37,repression,"repression,tense,disgust,surprise"
EP02_10-109,surprise,"tense,repression,surprise,disgust"
EP09_7-072,surprise,"tense,repression,disgust,surprise"
EP01_4-40,repression,"repression,tense,disgust,surprise"
EP12-83,tense,"repression,tense,disgust,surprise"
EP08_4-041,surprise,"repression,tense,disgust,surprise"
EP07_2-133,surprise,"tense,repression,disgust,surprise"
EP12_3-61,repression,"tense,repression,disgust,surprise"
EP09_1-077,surprise,"tense,repression,disgust,surprise"
EP02_5-216,repression,"tense,repression,disgust,surprise"
EP02_10-167,tense,"repression,tense,disgust,surprise"
EP12_2_11-039,surprise,"tense,repression,disgust,surprise"
EP08_9-29,repression,"repression,tense,disgust,surprise"
EP08_2-49,tense,"repression,tense,disgust,surprise"
EP09_4-51,tense,"tense,repression,disgust,surprise"
EP16_3-57,surprise,"repression,tense,disgust,surprise"
EP02_5-87,repression,"tense,repression,disgust,surprise"
EP11_2-96,tense,"tense,repression,surprise,disgust"
EP01_1-97,tense,"repression,tense,disgust,surprise"
EP13_3-61,tense,"repression,tense,disgust,surprise"
EP12_9-093,disgust,"tense,repression,disgust,surprise"
EP11-69,repression,"repression,tense,disgust,surprise"
EP04_2-85,surprise,"tense,repression,disgust,surprise"
EP07_1-89,tense,"tense,repression,disgust,surprise"
EP12_2_8-041,tense,"tense,repression,disgust,surprise"
EP17_1_2-059,surprise,"repression,tense,disgust,surprise"
EP07_2-73,tense,"repression,tense,disgust,surprise"
EP17_3-84,tense,"tense,repression,disgust,surprise"
EP03_1-91,repression,"repression,tense,disgust,surprise"
EP17_2-67,tense,"repression,tense,disgust,surprise"
EP01_12-81,tense,"tense,repression,disgust,surprise"
EP02_8-201,repression,"repression,tense,disgust,surprise"
EP08_5-99,repression,"tense,repression,disgust,surprise"
EP07_10-95,tense,"tense,repression,disgust,surprise"
EP17_10-082,disgust,"repression,tense,disgust,surprise"
EP07_1-112,disgust,"repression,tense,disgust,surprise"
EP17_1-099,tense,"repression,tense,disgust,surprise"
EP07_3-054,disgust,"tense,repression,disgust,surprise"
EP07-083,tense,"repression,tense,disgust,surprise"
EP09_2-47,tense,"tense,repression,disgust,surprise"
EP17_2-432,disgust,"tense,repression,disgust,surprise"
EP17_1-45,tense,"tense,repression,disgust,surprise"
EP17_2-255,disgust,"tense,repression,disgust,surprise"
EP13_1-083,tense,"repression,tense,disgust,surprise"
EP02_4-145,disgust,"disgust,tense,repression,surprise"
EP13_8-91,repression,"repression,tense,disgust,surprise"
EP13_4-42,tense,"repression,tense,disgust,surprise"
EP06_1-79,tense,"tense,repression,disgust,surprise"
EP02_5-106,disgust,"tense,repression,disgust,surprise"
EP12_4_9-019,disgust,"tense,repression,surprise,disgust"
EP02_5-225,disgust,"disgust,tense,repression,surprise"
EP09_1-084,disgust,"repression,tense,disgust,surprise"
EP13_7-301,repression,"repression,tense,surprise,disgust"
EP09_2-092,disgust,"disgust,tense,repression,surprise"
EP12_4_8-010,disgust,"repression,tense,disgust,surprise"
EP12_2-048,tense,"repression,tense,disgust,surprise"
EP01_12-169,tense,"repression,tense,disgust,surprise"
EP12_4_1-022,disgust,"tense,repression,disgust,surprise"
