name,gt,gpt4v
mcObGPTwkJ,Angry,"Sad,Neutral,Disgust,Angry,Fear"
KVLf6sFw6f,Happy,"Happy,Surprise,Neutral,Fear,Sad"
i7UdkR964z,Surprise,"Neutral,Happy,Surprise,Sad,Fear"
BMuNvgPKue,Neutral,"Neutral,Sad,Angry,Disgust,Fear"
iTT57DdRBp,Neutral,"Happy,Neutral,Surprise,Sad,Fear"
hKieO3kmEb,Happy,"Neutral,Happy,Surprise,Sad,Angry"
R3NSc7Zh9m,Neutral,"Neutral,Happy,Sad,Fear,Surprise"
eUfLNMLpBG,Fear,"Neutral,Sad,Angry,Disgust,Fear"
2gd2oTZfkS,Sad,"Neutral,Sad,Angry,Fear,Disgust"
52IcLguswK,Surprise,"Neutral,Sad,Angry,Disgust,Fear"
IwjLIwj5Mu,Angry,"Neutral,Sad,Angry,Fear,Disgust"
bpHyoiSm07,Happy,"Neutral,Sad,Angry,Fear,Disgust"
9lhGKSyrMb,Angry,"Angry,Neutral,Sad,Disgust,Fear"
iET8YaFRcI,Angry,"Neutral,Sad,Angry,Disgust,Fear"
06HLK1xdh1,Angry,"Happy,Surprise,Neutral,Fear,Sad"
EOe2Q85H9W,Happy,"Happy,Neutral,Surprise,Fear,Sad"
LtnHEksQ2D,Happy,"Surprise,Happy,Neutral,Fear,Sad"
gfHPJ6folq,Angry,"Neutral,Sad,Disgust,Angry,Fear"
6A1OFxlWHU,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
ks3333fs7H,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
ROPqpCXD82,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
e6eOTMbHVc,Disgust,"Neutral,Happy,Surprise,Sad,Angry"
wC4dJMFdOy,Happy,"Neutral,Happy,Surprise,Sad,Fear"
sybKT7MyVx,Disgust,"Neutral,Sad,Disgust,Fear,Angry"
VLLuV69U4n,Sad,"Sad,Neutral,Disgust,Fear,Angry"
hUAqbezHky,Angry,"Sad,Fear,Disgust,Angry,Neutral"
UC8zqGel4t,Sad,"Sad,Neutral,Fear,Disgust,Angry"
2axkho1Q1h,Sad,"Neutral,Sad,Disgust,Fear,Angry"
Poe9kulNJg,Neutral,"Sad,Neutral,Disgust,Fear,Angry"
GrGhqddrSa,Neutral,"Neutral,Sad,Disgust,Fear,Angry"
q2wgNMPyU0,Angry,"Neutral,Sad,Disgust,Fear,Angry"
aalR9eteAv,Sad,"Neutral,Sad,Fear,Disgust,Angry"
Wx0jEzWYQJ,Fear,"Neutral,Sad,Disgust,Fear,Angry"
qZ9Ep6K2EP,Surprise,"Neutral,Sad,Disgust,Fear,Angry"
MJfYem4caZ,Angry,"Neutral,Happy,Surprise,Sad,Fear"
B7Ub55qYM2,Sad,"Happy,Surprise,Neutral,Sad,Fear"
EsaX5vbfCe,Neutral,"Angry,Disgust,Neutral,Fear,Sad"
v3nHsz4ioN,Sad,"Sad,Neutral,Disgust,Angry,Fear"
4YLV7tBc0N,Happy,"Neutral,Sad,Fear,Disgust,Angry"
xOEUsPU6wd,Sad,"Neutral,Fear,Sad,Disgust,Angry"
lhWL2jGs4V,Sad,"Neutral,Happy,Surprise,Fear,Sad"
TWNvAwSfZ1,Sad,"Sad,Neutral,Fear,Disgust,Angry"
NBH4dBh3gq,Sad,"Neutral,Sad,Fear,Disgust,Angry"
2zDzxGyGuf,Happy,"Neutral,Happy,Surprise,Sad,Fear"
4HvMMgKn6H,Happy,"Neutral,Sad,Disgust,Fear,Angry"
IyKJlYcLqR,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
6oklYGl1p2,Angry,"Neutral,Sad,Fear,Disgust,Angry"
UscK2fsxHB,Fear,"Neutral,Sad,Fear,Disgust,Angry"
79BzuJNZgD,Sad,"Neutral,Sad,Disgust,Fear,Angry"
3j1TlqZkup,Disgust,"Neutral,Sad,Disgust,Angry,Fear"
hsOLV5dNX4,Neutral,"Neutral,Sad,Happy,Fear,Surprise"
m4p3HB6q5J,Fear,"Happy,Neutral,Surprise,Fear,Sad"
4LaWT6kI31,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
FKUUTv2Qpt,Neutral,"Sad,Neutral,Fear,Disgust,Angry"
IsbEXaVGwq,Sad,"Neutral,Sad,Fear,Disgust,Angry"
VhH4zTr0dn,Neutral,"Happy,Surprise,Neutral,Fear,Sad"
fkJDmBcEpl,Angry,"Neutral,Sad,Disgust,Fear,Angry"
N1vyOaeHGt,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
hcupWZn2Dg,Disgust,"Sad,Neutral,Fear,Disgust,Angry"
yZ1jyJZ8Yu,Sad,"Neutral,Sad,Happy,Fear,Disgust"
XN7TqwnZgO,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
amm8yHYC1q,Disgust,"Neutral,Sad,Disgust,Angry,Fear"
nisEFou07r,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
EDdEQLfDdv,Disgust,"Neutral,Sad,Disgust,Angry,Fear"
ToVhNDNhBZ,Angry,"Neutral,Sad,Disgust,Angry,Fear"
3V2I5qHiWX,Disgust,"Happy,Surprise,Neutral,Fear,Sad"
zI2bSBX5GV,Surprise,"Neutral,Happy,Surprise,Sad,Fear"
6jhpRKCKGP,Angry,"Neutral,Happy,Surprise,Sad,Angry"
aTcO8pLEMB,Angry,"Neutral,Sad,Fear,Disgust,Angry"
8hyocq405Z,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
vxk1NHK7Aj,Sad,"Sad,Neutral,Fear,Disgust,Angry"
A2vKUYA4aU,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
EJG75Sl5YH,Fear,"Neutral,Sad,Disgust,Angry,Fear"
za5a0ODWuB,Happy,"Happy,Neutral,Surprise,Sad,Fear"
6FprBKiZ9O,Angry,"Neutral,Angry,Disgust,Fear,Sad"
1FZMikP4gj,Neutral,"Neutral,Sad,Disgust,Angry,Fear"
vJd2c5iKKL,Neutral,"Angry,Disgust,Neutral,Fear,Sad"
6U3Slz1HOy,Neutral,"Neutral,Sad,Angry,Fear,Disgust"
5UPphkZ87g,Sad,"Neutral,Surprise,Happy,Sad,Fear"
beGZjwXqND,Surprise,"Neutral,Angry,Disgust,Sad,Fear"
CdPGTj5Fez,Angry,"Neutral,Happy,Surprise,Sad,Angry"
1Q2Ym3Ob8z,Neutral,"Neutral,Happy,Surprise,Sad,Angry"
lNr1xnjalr,Happy,"Neutral,Sad,Angry,Disgust,Fear"
wpqI3LXShJ,Fear,"Neutral,Happy,Surprise,Sad,Angry"
VCuDGCnS0r,Angry,"Neutral,Angry,Disgust,Sad,Fear"
5CGoZS6aOk,Neutral,"Neutral,Sad,Disgust,Fear,Angry"
i9MhFof8ln,Disgust,"Neutral,Happy,Surprise,Sad,Fear"
6uOW8lsAZJ,Happy,"Neutral,Happy,Sad,Fear,Disgust"
SEXmedYuYZ,Happy,"Neutral,Happy,Sad,Angry,Fear"
NotXBuTlRg,Angry,"Neutral,Sad,Fear,Disgust,Angry"
D9r131Sift,Angry,"Neutral,Happy,Surprise,Sad,Angry"
Hbt7vfudoZ,Angry,"Neutral,Sad,Disgust,Fear,Angry"
PhTJfp2IQd,Happy,"Neutral,Happy,Surprise,Sad,Angry"
tjXrA3evSv,Sad,"Neutral,Happy,Surprise,Sad,Fear"
AN89payGBn,Neutral,"Neutral,Happy,Surprise,Sad,Angry"
9HQc3Xwqsq,Happy,"Happy,Neutral,Surprise,Sad,Fear"
0Ezf8YFKXs,Sad,"Sad,Fear,Disgust,Neutral,Angry"
20E1wlQJZB,Angry,"Fear,Sad,Surprise,Neutral,Disgust"
KHsXawif3Q,Neutral,"Happy,Surprise,Neutral,Fear,Sad"
jdEv29BrrT,Sad,"Neutral,Sad,Fear,Disgust,Angry"
1EFdw4sc3w,Neutral,"Neutral,Sad,Disgust,Fear,Angry"
87bFmH0OTy,Sad,"Happy,Surprise,Neutral,Fear,Sad"
yJXZ2j7xKg,Angry,"Neutral,Happy,Surprise,Sad,Fear"
CNtlKXC7hl,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
NYH0U24o3g,Disgust,"Happy,Neutral,Surprise,Sad,Fear"
lN0k0rHAl7,Happy,"Fear,Surprise,Sad,Neutral,Disgust"
PiiOOB1OSt,Sad,"Surprise,Fear,Neutral,Sad,Happy"
Y1rnAehXWW,Surprise,"Neutral,Sad,Fear,Disgust,Angry"
w5S18kWcZo,Happy,"Happy,Neutral,Sad,Surprise,Fear"
bsafnf4odA,Sad,"Surprise,Fear,Neutral,Sad,Angry"
IeGkgwtpDf,Surprise,"Fear,Surprise,Neutral,Sad,Angry"
TCtBOW7Ib0,Happy,"Disgust,Neutral,Angry,Sad,Fear"
TeCdXxvBX2,Angry,"Neutral,Sad,Angry,Disgust,Fear"
x9aDm7qF3N,Angry,"Neutral,Angry,Sad,Disgust,Fear"
79wp9hEiKO,Fear,"Neutral,Sad,Disgust,Angry,Fear"
p9PjiO6vCU,Neutral,"Neutral,Sad,Angry,Disgust,Fear"
otGAShJ671,Surprise,"Neutral,Sad,Angry,Disgust,Fear"
TEorfqQtUX,Neutral,"Neutral,Sad,Angry,Disgust,Fear"
OgPnAZIMB5,Sad,"Neutral,Sad,Angry,Disgust,Fear"
tWHRm0cbbP,Sad,"Sad,Neutral,Angry,Disgust,Fear"
7QrI486q7N,Angry,"Neutral,Happy,Surprise,Sad,Angry"
9BQONLS0fb,Neutral,"Neutral,Sad,Disgust,Angry,Fear"
oeacnIVBmK,Angry,"Happy,Surprise,Neutral,Fear,Sad"
JkcVmWfKXK,Happy,"Neutral,Happy,Sad,Fear,Disgust"
FXWwKDp7b3,Surprise,"Neutral,Sad,Fear,Disgust,Angry"
4cQUOhlfKx,Neutral,"Sad,Neutral,Disgust,Fear,Angry"
opzr0ZkCWk,Angry,"Neutral,Happy,Surprise,Sad,Fear"
v4MWmniNSn,Fear,"Neutral,Sad,Fear,Disgust,Angry"
qYIjE2wBQv,Happy,"Neutral,Happy,Surprise,Sad,Fear"
APoGlv8TKm,Happy,"Neutral,Sad,Disgust,Fear,Angry"
kruOfbRGWz,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
Xi816Bz6kd,Disgust,"Neutral,Happy,Surprise,Sad,Fear"
4wc3wpZtnu,Sad,"Neutral,Sad,Disgust,Fear,Angry"
r4PdViKm1K,Fear,"Angry,Disgust,Neutral,Fear,Sad"
UAwu2sf8wh,Angry,"Sad,Neutral,Disgust,Fear,Angry"
VnLpEtSuK3,Sad,"Sad,Neutral,Disgust,Fear,Angry"
hi0YgWRFnC,Angry,"Neutral,Sad,Fear,Disgust,Angry"
iM31D1dAGn,Fear,"Happy,Neutral,Surprise,Fear,Sad"
57iqLqqsVF,Happy,"Neutral,Disgust,Angry,Fear,Sad"
xJIVDiznqq,Happy,"Angry,Disgust,Neutral,Fear,Sad"
o5Q7mPzvQu,Angry,"Neutral,Sad,Fear,Disgust,Angry"
Wtu1ojvyPU,Angry,"Sad,Neutral,Fear,Disgust,Angry"
TLbyXJKbnJ,Angry,"Neutral,Sad,Fear,Disgust,Angry"
JxmgRhRf8j,Sad,"Sad,Neutral,Fear,Disgust,Angry"
6gAWE2TReE,Angry,"Neutral,Sad,Fear,Disgust,Angry"
u917Gwegz9,Surprise,"Neutral,Happy,Surprise,Sad,Fear"
ofwwkXmbRO,Angry,"Neutral,Sad,Fear,Disgust,Angry"
6WPFMlrEvc,Neutral,"Neutral,Happy,Surprise,Sad,Angry"
XEg0XWiMDo,Happy,"Happy,Neutral,Surprise,Sad,Fear"
U7Qcd7kzsu,Sad,"Neutral,Sad,Fear,Disgust,Angry"
19YQamC5oP,Fear,"Neutral,Happy,Surprise,Sad,Angry"
eM5Y1WOCUj,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
LrdvBCYSzk,Sad,"Neutral,Happy,Surprise,Sad,Angry"
q8v9IqnYX2,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
WvcQMOtbKJ,Angry,"Neutral,Happy,Surprise,Sad,Angry"
OW5HTK1K9k,Angry,"Neutral,Sad,Fear,Disgust,Angry"
VX4WQ2ogM1,Angry,"Neutral,Happy,Surprise,Sad,Fear"
qqbKcvCyHG,Neutral,"Neutral,Sad,Disgust,Angry,Fear"
gkC0pdfuVW,Disgust,"Neutral,Disgust,Angry,Sad,Fear"
1rsuGlnSNC,Neutral,"Neutral,Happy,Surprise,Fear,Sad"
0dcoGs2XI4,Angry,"Neutral,Surprise,Happy,Disgust,Angry"
GqZTnfrxVL,Angry,"Neutral,Happy,Surprise,Angry,Fear"
JagiZuc4jf,Angry,"Neutral,Surprise,Happy,Fear,Sad"
6aXKDe9COe,Happy,"Neutral,Happy,Surprise,Sad,Fear"
thEeRICyXa,Happy,"Neutral,Happy,Surprise,Sad,Angry"
YEwsCDYOVb,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
UQaJYXt7yy,Angry,"Neutral,Happy,Surprise,Sad,Angry"
2riAuRVwmQ,Surprise,"Neutral,Angry,Disgust,Fear,Sad"
ZEoeKxJm7M,Sad,"Neutral,Sad,Fear,Disgust,Angry"
u7pEkPNvJJ,Angry,"Neutral,Sad,Disgust,Fear,Angry"
eayG4Dm7n9,Happy,"Happy,Surprise,Neutral,Sad,Fear"
oWZVQQxe0M,Sad,"Sad,Neutral,Angry,Fear,Disgust"
f5ahI1emDW,Neutral,"Happy,Surprise,Neutral,Sad,Fear"
2vpDqhO0jS,Sad,"Sad,Fear,Disgust,Angry,Neutral"
vkzBpATrRy,Happy,"Neutral,Happy,Surprise,Sad,Fear"
sf0tBVEUUK,Happy,"Neutral,Happy,Surprise,Sad,Fear"
a7GnRCb5Ll,Sad,"Neutral,Sad,Disgust,Fear,Angry"
fP0fDcyV7s,Happy,"Happy,Neutral,Surprise,Sad,Fear"
hdenvi6o7Z,Happy,"Happy,Neutral,Surprise,Sad,Angry"
Ug0Cuc47hz,Neutral,"Angry,Fear,Surprise,Sad,Disgust"
VXv0qo5d2O,Neutral,"Happy,Neutral,Surprise,Sad,Fear"
kYUnFGYMpc,Happy,"Disgust,Neutral,Sad,Angry,Fear"
AnMhlj4ypU,Angry,"Angry,Neutral,Disgust,Fear,Sad"
PrBgudS0BN,Neutral,"Sad,Neutral,Fear,Disgust,Angry"
a6xcY1hiuC,Neutral,"Sad,Neutral,Fear,Disgust,Angry"
KBoSjSO2Pw,Happy,"Neutral,Happy,Surprise,Sad,Fear"
KSIWpsgDiz,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
yDPhQgajya,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
JmEstOP47H,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
b1k1JAkQGv,Sad,"Happy,Surprise,Neutral,Sad,Fear"
a9hxii86HJ,Neutral,"Happy,Surprise,Neutral,Sad,Fear"
mTQwlDDy73,Disgust,"Neutral,Sad,Angry,Fear,Disgust"
x2T2PsEwR3,Sad,"Neutral,Sad,Angry,Fear,Disgust"
gsDjaMICvc,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
7evFQPLlzS,Disgust,"Sad,Neutral,Disgust,Fear,Angry"
wasuQwICao,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
5UgbeYdmNv,Sad,"Neutral,Sad,Fear,Disgust,Angry"
20itgpwUrZ,Disgust,"Happy,Neutral,Surprise,Sad,Fear"
fumDr185Jx,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
sz4D3uGA9N,Happy,"Happy,Surprise,Neutral,Sad,Fear"
V3IlZapToI,Angry,"Neutral,Happy,Surprise,Sad,Fear"
pstJSe5Nmg,Sad,"Neutral,Sad,Fear,Disgust,Angry"
c15IySq8wp,Angry,"Neutral,Sad,Fear,Disgust,Angry"
bZoBb93KyM,Sad,"Neutral,Sad,Disgust,Fear,Angry"
CqJNyzX3LW,Angry,"Sad,Neutral,Fear,Disgust,Angry"
ubm5fzhV8W,Happy,"Happy,Neutral,Surprise,Sad,Fear"
6FD1lWk4QI,Sad,"Sad,Neutral,Disgust,Fear,Angry"
CyjvA9PgCj,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
I50OxNMrl1,Angry,"Neutral,Sad,Disgust,Fear,Angry"
739mgfuixn,Surprise,"Neutral,Sad,Disgust,Angry,Fear"
NoJ4eTRBuz,Happy,"Neutral,Happy,Surprise,Sad,Fear"
sGT7sYlgDn,Happy,"Neutral,Sad,Disgust,Angry,Fear"
ZOMIxCZjVb,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
54sSMzwcRp,Happy,"Neutral,Sad,Disgust,Fear,Angry"
KVF8wz68Sr,Happy,"Neutral,Happy,Surprise,Sad,Fear"
d5F8z9fnoS,Happy,"Neutral,Happy,Surprise,Sad,Fear"
uaZayheGr6,Disgust,"Neutral,Happy,Surprise,Sad,Angry"
WDW6cvBl0f,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
4AlXqlCol1,Angry,"Sad,Disgust,Neutral,Angry,Fear"
to0B6ynm2n,Angry,"Angry,Disgust,Neutral,Sad,Fear"
qQzKHBhEiq,Neutral,"Sad,Neutral,Fear,Disgust,Angry"
doLt1ulCLJ,Sad,"Neutral,Sad,Disgust,Angry,Fear"
s0T4WQSitU,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
C97aGL2DAo,Neutral,"Neutral,Sad,Happy,Surprise,Fear"
C5qvk6De6i,Happy,"Neutral,Sad,Fear,Disgust,Angry"
RyJpal2i26,Happy,"Neutral,Happy,Surprise,Sad,Fear"
pUozs3nNql,Neutral,"Neutral,Happy,Surprise,Sad,Angry"
WoL5LSOXUA,Sad,"Happy,Surprise,Neutral,Sad,Fear"
dmYKooCNba,Surprise,"Neutral,Happy,Surprise,Sad,Angry"
m6qiqXX4wV,Happy,"Happy,Surprise,Neutral,Fear,Sad"
GMzUeWlAHY,Neutral,"Neutral,Happy,Surprise,Sad,Fear"
1hymV89Y3L,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
KNbQzSrARX,Sad,"Neutral,Sad,Angry,Fear,Disgust"
d39tX0UPNL,Happy,"Neutral,Happy,Surprise,Sad,Fear"
LU0JdEhkKl,Angry,"Neutral,Sad,Fear,Disgust,Angry"
xQ7SGh439g,Happy,"Sad,Neutral,Fear,Disgust,Angry"
uWJmSQwjJP,Sad,"Happy,Surprise,Neutral,Sad,Fear"
PnHNwTh0CE,Disgust,"Sad,Neutral,Fear,Disgust,Angry"
eUO4ba3uie,Sad,"Sad,Neutral,Fear,Disgust,Angry"
jGtSBfCKzN,Sad,"Neutral,Sad,Fear,Disgust,Angry"
wU0c5pKKYH,Sad,"Neutral,Sad,Fear,Disgust,Angry"
Y20WulOfpa,Angry,"Neutral,Happy,Sad,Surprise,Fear"
Z8VhwWmmos,Angry,"Neutral,Sad,Fear,Disgust,Angry"
Nk9Qmg7MyC,Happy,"Happy,Neutral,Surprise,Fear,Sad"
iWbX4t3QVj,Disgust,"Sad,Fear,Neutral,Disgust,Angry"
yFtcBD8uf0,Angry,"Neutral,Happy,Surprise,Sad,Fear"
XGICtN5oRY,Neutral,"Neutral,Sad,Fear,Disgust,Angry"
1XvfyYHFvq,Fear,"Neutral,Sad,Disgust,Fear,Angry"
VbnwGcRcyW,Neutral,"Surprise,Neutral,Happy,Fear,Sad"
d4J50QUKZ2,Disgust,"Neutral,Sad,Fear,Disgust,Angry"
